Country,EventId,City,Date,Time,fir_filled_against_report,fir_number,Postal_zipcode,Latitude,Longitude,Street_name,assaliants,ocassion,target,witnesses,Injured,casualties,description,weapon_use,shooting,crime_type,Hour,Year,Month,Day
Pakistan,KHI-3438,Karachi,1/13/2013,11:27 AM,No,NA,75500,31.6014236,74.3616798,"China Scheme, Lahore, Pakistan",9,Public Holiday,Govt Agency,8,4,9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,No,Assualt,11,2013,1,Sun
Pakistan,KHI-3439,Karachi,1/6/2015,9:25 AM,Yes,55862,74200,31.5036517,74.3418847,"Block G, Lahore, Pakistan",5,Public Holiday,Govt Agency,7,8,10,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Yes,Yes,Assualt,9,2015,1,Tues
Pakistan,KHI-3440,Karachi,10/19/2013,4:31 AM,Yes,37083,75500,31.4207504,74.2847268,"210 Farooq e Azam Lane, Lahore, Pakistan",8,Public Holiday,Govt Agency,4,5,5,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Yes,Yes,Attempted Murder,4,2013,10,Sat
Pakistan,KHI-3441,Karachi,6/1/2013,8:03 PM,Yes,56406,74900,31.5414031,74.4158345,"Amjad Sarwar Rd, Lahore, Pakistan",6,Public Holiday,Govt Agency,8,8,8,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Assualt,20,2013,6,Sat
Pakistan,KHI-3442,Karachi,6/18/2014,12:48 AM,Yes,86449,74200,31.4439978,74.2656164,"Airline Society, Lahore, Pakistan",4,Public Holiday,Govt Agency,10,2,3,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,No,No,Assualt,0,2014,6,Wed
Pakistan,KHI-3443,Karachi,4/13/2014,11:39 AM,No,NA,75500,31.5229144,74.3624129,"Askari II, Lahore, Pakistan",8,Public Holiday,Govt Agency,2,6,5,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Yes,No,Assualt,11,2014,4,Sun
Pakistan,KHI-3444,Karachi,3/31/2015,3:18 PM,Yes,95942,75500,31.5488667,74.2813699,"319-F Gulshan-e-Ravi Road, Lahore, Pakistan",9,Public Holiday,Govt Agency,6,3,10,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Yes,Yes,Assualt,15,2015,3,Tues
Pakistan,KHI-3445,Karachi,7/15/2014,9:38 AM,No,NA,74900,31.4767645,74.2838421,"48 Farooq Avenue, Lahore, Pakistan",8,Public Holiday,Govt Agency,9,9,3,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,No,Yes,Attempted Murder,9,2014,7,Tues
Pakistan,KHI-3446,Karachi,12/4/2014,3:56 PM,Yes,39286,74900,31.4726581,74.2627836,"Abuzar Ghaffari Road, Lahore, Pakistan",10,Public Holiday,Govt Agency,1,7,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Yes,Yes,Assualt,15,2014,12,Thurs
Pakistan,KHI-3447,Karachi,8/12/2015,1:18 PM,No,NA,75500,31.4970424,74.3064129,"Brick Soling, University of The Punjab, Lahore, Pakistan",7,Public Holiday,Govt Agency,10,8,8,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,13,2015,8,Wed
Pakistan,KHI-3448,Karachi,1/28/2016,7:13 AM,Yes,20968,75500,31.4312704,74.2557139,"Block G5, Lahore, Pakistan",10,Public Holiday,Govt Agency,1,6,3,In congue. Etiam justo. Etiam pretium iaculis justo.,Yes,Yes,Snatching,7,2016,1,Thurs
Pakistan,KHI-3449,Karachi,11/30/2014,4:59 PM,Yes,89247,74200,31.4596778,74.3060048,"Atar Street, Lahore, Pakistan",2,Public Holiday,Govt Agency,1,6,4,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Assualt,16,2014,11,Sun
Pakistan,KHI-3450,Karachi,1/6/2017,6:04 AM,No,NA,75500,31.5636715,74.3214641,"Beadon Road, Lahore, Pakistan",3,Public Holiday,Govt Agency,5,9,8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,Yes,Vandalism,6,2017,1,Fri
Pakistan,KHI-3451,Karachi,7/10/2014,9:14 PM,Yes,81915,74900,31.462102,74.2691781,"175 Block Q, Lahore, Pakistan",4,Public Holiday,Govt Agency,2,3,7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Assualt,21,2014,7,Thurs
Pakistan,KHI-3452,Karachi,6/11/2016,8:05 PM,Yes,71514,75500,31.5944025,74.4747815,"Al-Raheem Garden Phase IV Bus Stop, G. T. Road, Lahore, Pakistan",4,Public Holiday,Govt Agency,6,5,5,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",No,No,Assualt,20,2016,6,Sat
Pakistan,KHI-3453,Karachi,10/4/2013,11:58 AM,Yes,99276,75500,31.4744893,74.2978877,"Board of Revenue Housing Society, Lahore, Pakistan",4,Public Holiday,Govt Agency,4,8,6,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,No,Yes,Hit and Run,11,2013,10,Fri
Pakistan,KHI-3454,Karachi,8/22/2013,1:49 PM,Yes,84263,74200,31.5085895,74.2480115,"Al-Hafiz Town, Lahore, Pakistan",2,Public Holiday,Govt Agency,2,1,10,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",No,No,Mugging,13,2013,8,Thurs
Pakistan,KHI-3455,Karachi,8/14/2016,3:05 AM,No,NA,75500,31.5011409,74.3846216,"Ahmed Bukhsh Road, Lahore, Pakistan",7,Public Holiday,Govt Agency,7,9,9,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Yes,Yes,Vandalism,3,2016,8,Sun
Pakistan,KHI-3456,Karachi,12/14/2013,6:15 PM,Yes,3477,74200,31.3898833,74.1911103,"252 Takbeer Block, Lahore, Pakistan",7,Public Holiday,Govt Agency,5,7,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Yes,Yes,Assualt,18,2013,12,Sat
Pakistan,KHI-3457,Karachi,8/2/2014,11:22 AM,Yes,78434,74900,31.4669155,74.4409722,"Avenue 4, Lahore, Pakistan",6,Public Holiday,Govt Agency,10,5,3,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",No,No,Assualt,11,2014,8,Sat
Pakistan,KHI-3458,Karachi,2/18/2016,4:42 PM,No,NA,74200,31.5575616,74.2945127,"Butt Street, Lahore, Pakistan",10,Public Holiday,Govt Agency,7,10,4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",No,No,Attempted Murder,16,2016,2,Thurs
Pakistan,KHI-3459,Karachi,1/30/2015,11:57 PM,Yes,24938,74900,31.5024058,74.3225084,"Ali Street, Lahore, Pakistan",9,Public Holiday,Govt Agency,10,2,9,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,No,Hit and Run,23,2015,1,Fri
Pakistan,KHI-3460,Karachi,4/15/2015,7:46 PM,Yes,97491,75500,31.4910167,74.2697632,"2 Sayed Irshad Ali Road, Lahore, Pakistan",1,Public Holiday,Govt Agency,2,9,5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",No,Yes,Assualt,19,2015,4,Wed
Pakistan,KHI-3461,Karachi,1/15/2013,10:54 AM,Yes,80751,74200,26.3269224,50.1643528,"Abu Hurera Street#19, Chaman Park Fatehgarh Abu Hurera Street#19, Lahore 54840, Pakistan",6,Public Holiday,Govt Agency,9,9,4,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,Yes,Kidnapping,10,2013,1,Tues
Pakistan,KHI-3462,Karachi,10/24/2012,4:36 PM,Yes,32277,75500,31.5007728,74.3690108,"Cavalry Ground, Lahore, Pakistan",7,Public Holiday,Govt Agency,1,4,2,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,Yes,Assualt,16,2012,10,Wed
Pakistan,KHI-3463,Karachi,2/4/2016,1:33 AM,Yes,47840,75500,31.4569902,74.2710033,"117 A Lane 6, Lahore, Pakistan",5,Public Holiday,Govt Agency,7,10,8,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,Yes,Attempted Murder,1,2016,2,Thurs
Pakistan,KHI-3464,Karachi,3/20/2015,11:16 AM,No,NA,74200,31.500455,74.2561519,"Al Hamd Road, Lahore, Pakistan",7,Public Holiday,Govt Agency,6,4,8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",No,Yes,Attempted Murder,11,2015,3,Fri
Pakistan,KHI-3465,Karachi,4/30/2016,1:11 PM,Yes,73357,75500,31.4321671,74.2894354,"83 B College Road, Lahore, Pakistan",2,Public Holiday,Govt Agency,6,9,4,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",No,Yes,Mugging,13,2016,4,Sat
Pakistan,KHI-3466,Karachi,8/24/2013,1:35 PM,Yes,67674,75500,31.5846245,74.3719431,"Baghbanpura, Lahore, Pakistan",1,Public Holiday,Govt Agency,10,9,4,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Snatching,13,2013,8,Sat
Pakistan,KHI-3467,Karachi,7/12/2012,1:11 PM,Yes,74079,75500,31.500455,74.2561519,"Al Hamd Road, Lahore, Pakistan",6,Public Holiday,Govt Agency,5,3,4,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Yes,Yes,Attempted Murder,13,2012,7,Thurs
Pakistan,KHI-3468,Karachi,1/2/2014,4:23 PM,Yes,77285,74200,31.51625,74.3536154,"Block B1, Lahore, Pakistan",4,Public Holiday,Govt Agency,1,3,10,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Yes,No,Attempted Murder,16,2014,1,Thurs
Pakistan,KHI-3469,Karachi,2/10/2013,4:32 PM,No,NA,75500,31.4438672,74.2673521,"Air Line Housing Scheme Airline Blvd., Lahore, Pakistan",5,Public Holiday,Govt Agency,4,1,8,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,No,Yes,Snatching,16,2013,2,Sun
Pakistan,KHI-3470,Karachi,10/10/2014,9:33 AM,Yes,71695,75500,31.4843764,74.3009394,"95 - A, GOR 5, FAISAL TOWN, LAHORE. Usmani Road, Lahore 54700, Pakistan",4,Public Holiday,Govt Agency,9,6,8,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,Yes,Hit and Run,9,2014,10,Fri
Pakistan,KHI-3471,Karachi,1/26/2017,1:38 AM,Yes,85134,75500,31.5974047,74.3602341,"Anwaar Shah Rd, Lahore, Pakistan",6,Public Holiday,Govt Agency,8,4,9,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Yes,Yes,Assualt,1,2017,1,Thurs
Pakistan,KHI-3472,Karachi,6/16/2014,7:04 AM,No,NA,75500,31.5229144,74.3624129,"Askari II, Lahore, Pakistan",4,Public Holiday,Govt Agency,2,10,5,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,No,Hit and Run,7,2014,6,Mon
Pakistan,KHI-3473,Karachi,1/1/2015,5:31 AM,Yes,17581,75500,31.4538405,74.3136545,"Block 2 - Sector A2, Lahore, Pakistan",10,Public Holiday,Govt Agency,4,4,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Attempted Murder,5,2015,1,Thurs
Pakistan,KHI-3474,Karachi,4/15/2013,10:56 AM,No,NA,74200,31.6002675,74.3230835,"27 Badami Bagh Road, Lahore, Pakistan",4,Public Holiday,Govt Agency,5,5,2,Phasellus in felis. Donec semper sapien a libero. Nam dui.,No,Yes,Assualt,10,2013,4,Mon
Pakistan,KHI-3475,Karachi,10/23/2015,1:15 PM,Yes,70428,75500,31.4691914,74.3195209,"Bhatti Colony, Lahore, Pakistan",3,Public Holiday,Govt Agency,4,2,8,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,13,2015,10,Fri
Pakistan,KHI-3476,Karachi,3/2/2013,1:35 AM,Yes,26577,75500,31.5498637,74.3490386,"Abuzar Haneef Avenue, Lahore, Pakistan",1,Public Holiday,Govt Agency,9,4,6,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Yes,Yes,Assualt,1,2013,3,Sat
Pakistan,KHI-3477,Karachi,12/26/2012,4:42 AM,No,NA,75500,31.4350163,74.2840844,"220 Street 14, Lahore, Pakistan",7,Public Holiday,Govt Agency,3,4,3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Yes,Yes,Assualt,4,2012,12,Wed
Pakistan,KHI-3478,Karachi,6/4/2015,5:42 AM,Yes,70508,75500,31.451375,74.3204408,"Areeb Street, Lahore, Pakistan",8,Public Holiday,Govt Agency,7,8,5,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Attempted Murder,5,2015,6,Thurs
Pakistan,KHI-3479,Karachi,11/17/2016,3:22 AM,No,NA,74200,31.4358478,74.2655824,"Chenab Avenue, Lahore, Pakistan",2,Public Holiday,Govt Agency,9,1,4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,3,2016,11,Thurs
Pakistan,KHI-3480,Karachi,3/6/2015,1:43 AM,Yes,88708,75500,31.586242,74.3336004,"Aziz Road, Lahore, Pakistan",7,Public Holiday,Govt Agency,10,2,6,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Assualt,1,2015,3,Fri
Pakistan,KHI-3481,Karachi,1/24/2017,9:58 AM,Yes,33123,74900,31.4958116,74.2610443,"Cinema wali street, Lahore, Pakistan",4,Public Holiday,Govt Agency,7,8,9,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",No,Yes,Assualt,9,2017,1,Tues
Pakistan,KHI-3482,Karachi,10/11/2013,9:11 PM,No,NA,74200,31.5629123,74.3805679,"10-P.S, Lareches Scheme,Shalimar Interchange Shalimar Link Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,6,10,9,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,No,Yes,Attempted Murder,21,2013,10,Fri
Pakistan,KHI-3483,Karachi,2/19/2013,2:57 PM,No,NA,75500,31.528036,74.2924422,"174 Millat Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,5,3,9,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Assualt,14,2013,2,Tues
Pakistan,KHI-3484,Karachi,8/31/2016,2:34 PM,No,NA,75500,31.3802056,74.1843492,"40' Road, Lahore, Pakistan",5,Public Holiday,Govt Agency,3,1,7,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Yes,Yes,Assualt,14,2016,8,Wed
Pakistan,KHI-3485,Karachi,11/11/2012,8:26 AM,Yes,13926,75500,31.475909,74.3873369,"Charrar, Lahore, Pakistan",10,Public Holiday,Govt Agency,8,6,6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Snatching,8,2012,11,Sun
Pakistan,KHI-3486,Karachi,7/15/2012,9:18 PM,No,NA,74900,31.4981324,74.3043504,"Canal Bank Road, University of The Punjab, Lahore, Pakistan",8,Public Holiday,Govt Agency,5,1,7,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Snatching,21,2012,7,Sun
Pakistan,KHI-3487,Karachi,11/17/2012,12:07 PM,Yes,41177,75500,31.5976783,74.3461665,"48 Sher Shah Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,8,7,4,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Yes,No,Attempted Murder,12,2012,11,Sat
Pakistan,KHI-3488,Karachi,2/9/2014,5:38 AM,Yes,42635,74900,31.5899816,74.3984579,"32 Aurangzeb Road, Lahore 5400, Pakistan",8,Public Holiday,Govt Agency,3,7,8,In congue. Etiam justo. Etiam pretium iaculis justo.,No,No,Assualt,5,2014,2,Sun
Pakistan,KHI-3489,Karachi,3/25/2014,3:13 PM,Yes,46310,75500,31.4399435,74.2898056,"Ali Multaza Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,10,3,8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Assualt,15,2014,3,Tues
Pakistan,KHI-3490,Karachi,8/9/2013,7:39 AM,Yes,12393,74200,31.4599664,74.3653007,"46-E Ghazi Road, Lahore, Pakistan",10,Public Holiday,Govt Agency,3,3,6,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Attempted Murder,7,2013,8,Fri
Pakistan,KHI-3491,Karachi,10/17/2014,10:23 AM,Yes,10395,74200,33.6654537,72.9975936,"# 1 Hali Road, Lahore, Pakistan",6,Public Holiday,Govt Agency,4,2,8,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,Yes,Hit and Run,10,2014,10,Fri
Pakistan,KHI-3492,Karachi,3/23/2017,9:28 PM,Yes,95388,74900,33.6730948,73.0153893,"Block A4, Lahore, Pakistan",8,Public Holiday,Govt Agency,5,3,5,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,Yes,Attempted Murder,21,2017,3,Thurs
Pakistan,KHI-3493,Karachi,4/25/2014,7:17 AM,No,NA,74200,33.7293882,73.0931461,"Al Hamd Road, Lahore, Pakistan",8,Public Holiday,Govt Agency,9,6,3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,7,2014,4,Fri
Pakistan,KHI-3494,Karachi,3/31/2015,12:41 PM,Yes,32353,75500,33.7275395,73.0471688,"48F Johar Town, Lahore, Pakistan",5,Public Holiday,Govt Agency,4,10,10,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,No,Assualt,12,2015,3,Tues
Pakistan,KHI-3495,Karachi,1/5/2012,11:04 PM,Yes,99752,75500,33.7018714,73.0648492,"69 Architect Enterance 3, Lahore, Pakistan",7,Public Holiday,Govt Agency,5,6,3,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Yes,Yes,Assualt,23,2012,1,Thurs
Pakistan,KHI-3496,Karachi,12/24/2016,4:59 AM,No,NA,75500,33.6221131,72.9646212,"Block J2, Lahore, Pakistan",3,Public Holiday,Foreigners,3,4,4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Yes,No,Assualt,4,2016,12,Sat
Pakistan,KHI-3497,Karachi,2/27/2017,7:27 AM,Yes,60709,74200,33.6887017,73.0886942,"86 Street 112, Lahore, Pakistan",9,Public Holiday,Foreigners,8,4,2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Attempted Murder,7,2017,2,Mon
Pakistan,KHI-3498,Karachi,11/10/2015,11:40 AM,Yes,35308,74200,33.720848,73.0779735,"06 Yazdani Road, Lahore 54850, Pakistan",2,Public Holiday,Foreigners,4,6,9,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Yes,No,Assualt,11,2015,11,Tues
Pakistan,KHI-3499,Karachi,9/23/2014,12:00 AM,No,NA,74900,33.7278746,73.0833224,"83-D Shamshad Haider Road, Lahore, Pakistan",4,Public Holiday,Foreigners,5,8,2,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Yes,Yes,Assualt,0,2014,9,Tues
Pakistan,KHI-3500,Karachi,11/20/2012,10:09 AM,Yes,84452,74900,33.708738,73.0543171,"Ayesha Siddiqua Road, Lahore, Pakistan",4,Public Holiday,Foreigners,4,3,6,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Yes,Yes,Mugging,10,2012,11,Tues
Pakistan,KHI-3501,Karachi,7/18/2016,5:04 PM,Yes,11043,75500,33.6828209,72.9887211,"Bedian Phase 8 Link Road, Lahore, Pakistan",7,Public Holiday,Embassy,10,9,5,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Yes,Yes,Homocide,17,2016,7,Mon
Pakistan,KHI-3502,Karachi,1/22/2017,3:18 PM,Yes,37961,74900,33.673412,73.0101328,"Ali Town, Lahore, Pakistan",9,Public Holiday,Embassy,6,8,8,In congue. Etiam justo. Etiam pretium iaculis justo.,Yes,Yes,Assualt,15,2017,1,Sun
Pakistan,KHI-3503,Karachi,7/8/2012,1:58 PM,Yes,45758,75500,33.7195132,73.0660773,"Block K2, Lahore, Pakistan",4,Public Holiday,Embassy,3,7,9,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,Yes,Assualt,13,2012,7,Sun
Pakistan,KHI-3504,Karachi,4/21/2014,10:29 AM,No,NA,75500,33.7272696,73.0597125,"Block G Bus Stop, Model Town Circular Road, Lahore, Pakistan",8,Public Holiday,Embassy,3,2,5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,No,Snatching,10,2014,4,Mon
Pakistan,KHI-3505,Karachi,2/27/2017,4:11 AM,Yes,61990,74200,33.7185389,73.0933693,"298 Sarwar Road, Lahore, Pakistan",3,Public Holiday,Embassy,2,7,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,Yes,Assualt,4,2017,2,Mon
Pakistan,KHI-3506,Karachi,11/13/2012,7:40 PM,Yes,89274,74900,33.6693215,72.9999393,"Billal Gunj, Lahore, Pakistan",2,Public Holiday,Christian Community,6,4,8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Assualt,19,2012,11,Tues
Pakistan,KHI-3507,Karachi,3/4/2016,8:08 PM,Yes,29256,75500,33.6710426,72.9926899,"187-D Pak Street, Lahore, Pakistan",3,Public Holiday,Christian Community,7,2,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Yes,Yes,Assualt,20,2016,3,Fri
Pakistan,KHI-3508,Karachi,9/15/2016,6:54 PM,Yes,84136,74200,33.6898433,73.033887,"Chah Miran Road, Lahore, Pakistan",8,Public Holiday,Christian Community,2,10,8,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Yes,Yes,Assualt,18,2016,9,Thurs
Pakistan,KHI-3509,Karachi,8/20/2013,2:45 AM,No,NA,74900,33.7289787,73.120208,"Asad Jan Road, Lahore, Pakistan",8,Public Holiday,Christian Community,10,9,6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",No,No,Assualt,2,2013,8,Tues
Pakistan,KHI-3510,Karachi,6/11/2014,1:33 PM,Yes,74119,74900,46.3994763,-117.0693286,"Block F, Lahore, Pakistan",6,Public Holiday,Christian Community,5,3,4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,No,Snatching,13,2014,6,Wed
Pakistan,KHI-3511,Karachi,5/25/2015,9:34 AM,Yes,89702,75500,33.7299427,73.0763135,"122 b Noon Avenue, Lahore, Pakistan",9,Public Holiday,Christian Community,2,6,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,Yes,Hit and Run,9,2015,5,Mon
